,Unnamed: 0,Tweet,Date,Username,Hashtags,processedtext,category
2641,2641,They haven't cleared this garbage for many days. Why don't #BBMP employees are not responding on the issues. @swachhbharat @SwachhBharatGov @narendramodi,2019-09-12 10:01:01+00:00,WhoShivaisNot,#BBMP,they clear garbag mani day whi bbmp employe respond issu swachhbharat swachhbharatgov narendramodi,Waste/Garbage
2642,2642,what about the lil hills of plastic garbage all over the city ? Will the city finally have #wastemanagement ?,2019-09-12 09:51:11+00:00,lastmatchstick,#wastemanagement,lil hill plastic garbag citi will citi final wastemanag,Waste/Garbage
2643,2643,"Junnasandra has become 'pig'sandra . This area is full of pigs. Dead pig not cleared. This has become a health issue now. No one from bbmp helped in cleaning. Bbmp doesn't care about this area. No good road,no lights, no cleaning or Garbage collection.@kdevforum @BBMP_MAYOR",2019-09-12 08:35:58+00:00,anandpandey19,,junnasandra becom pig sandra thi area full pig dead pig clear thi becom health issu no one bbmp help clean bbmp care area no good road light clean garbag collect kdevforum bbmp mayor,Waste/Garbage
2644,2644,"So essentially u meant Bangaloreans will have to suffer till 2050 with potholed roads, clogged traffic, stinking garbage, drying lakes, concrete debris, and the most importantly the corrupt and non functional bbmp! Kudos on passing the buck to 2050 bbmp commissioner!",2019-09-12 07:18:54+00:00,kumarharsh1992,,so essenti u meant bangalorean suffer till pothol road clog traffic stink garbag dri lake concret debri importantli corrupt non function bbmp kudo pass buck bbmp commission,Waste/Garbage
2645,2645,Some places the BBMP contractors are burning the garbage near the station premises. Two such stations are Bidadi n Nayandahalli,2019-09-12 07:12:32+00:00,s_bairva,,some place bbmp contractor burn garbag near station premis two station bidadi n nayandah,Waste/Garbage
2646,2646,"@BBMPCOMM @PMOIndia #SwachhBharat expects response! People are indirectly pushed to dump garbage wherever they like. Yesterday I picked up thrown garbage bag &amp; kept in my dust bin! #BBMP NEEDS TO DO ""ROOT CAUSE ANALYSIS"" instead of bandages.",2019-09-12 06:32:44+00:00,EishanKulkarni,#SwachhBharat #BBMP,bbmpcomm pmoindia swachhbharat expect respons peopl indirectli push dump garbag wherev like yesterday i pick thrown garbag bag amp kept dust bin bbmp need to do root caus analysi instead bandag,Waste/Garbage
2647,2647,"@BBMPCOMM , @BBMP_MAYOR @BSYBJP , @SwachhBharatGov . Even after 1 week, Garbage heap is not cleared, Day by Day its getting worse. Complaint in bbmp sahaaya app is just for name sake. No one attends to it. ",2019-09-12 05:56:05+00:00,Lokesh_Raghaven,,bbmpcomm bbmp mayor bsybjp swachhbharatgov even week garbag heap clear day day get wors complaint bbmp sahaaya app name sake no one attend,Waste/Garbage
2648,2648,concerned person and we even pay him monthly but in vain.issue as we want to keep bengaluru street clean but if bbmp worker are not helping we are helpless..already in my building out of 12 people 7 had dengue.We don't want to fall sick again..#BBMP #Bangalore #Garbage,2019-09-12 05:44:39+00:00,divlko,#BBMP #Bangalore #Garbage,concern person even pay monthli vain issu want keep bengaluru street clean bbmp worker help helpless alreadi build peopl dengu we want fall sick bbmp bangalor garbag,Waste/Garbage
2649,2649,"Dear Sir/Madam we are facing a huge problem in btm 2nd stage near alliance college as the bbmp person who comes to pick garbage are not coming for 15 days we have huge pile of garbage in our area ,we have tried to talk to the official but no one is helping can u please look into",2019-09-12 05:44:38+00:00,divlko,,dear sir madam face huge problem btm nd stage near allianc colleg bbmp person come pick garbag come day huge pile garbag area tri talk offici one help u pleas look,Waste/Garbage
2650,2650,@DKShivakumar you called for protest !! And now can you call to clean garbage made by your supporters !? Being an ex minister of state !! What a shameful moment !! @publictvnews @republic @BBMP_MAYOR @BBMPCOMM,2019-09-12 05:32:21+00:00,puneethbcb,,dkshivakumar call protest and call clean garbag made support be ex minist state what shame moment publictvnew republ bbmp mayor bbmpcomm,Waste/Garbage
2651,2651,Unlike Bangalore where I have seen even the main arterial roads are full of filth and I don’t care attitude by the BBMP. Looks like a garbage city and not the erstwhile garden city. @Tejasvi_Surya @rajeev_mp,2019-09-12 03:44:54+00:00,iSrivats,,unlik bangalor i seen even main arteri road full filth i care attitud bbmp look like garbag citi erstwhil garden citi tejasvi surya rajeev mp,Waste/Garbage
2652,2652,"Spent a day helping out with the segregation process at BBMP sites a few years ago. On the one hand, there's irresponsible segregation or the lack thereof that creates never-ending piles of garbage that need to be sifted through by hand in conditions far from acceptable. 1/n ",2019-09-11 21:24:57+00:00,DarkModeDigress,,spent day help segreg process bbmp site year ago on one hand irrespons segreg lack thereof creat never end pile garbag need sift hand condit far accept n,Waste/Garbage
2653,2653,"@BBMPCOMM, @BBMP_MAYOR, LOC : Malleshpalya mn rd Respected Leaders, it is very disheartening to see that without any work...complaints are being closed. Request to to take immediate action and clear GARBAGE SEGREGATION ON THE ROAD to some specific non-public area. ",2019-09-11 19:47:02+00:00,rameshht2,,bbmpcomm bbmp mayor loc malleshpalya mn rd respect leader dishearten see without work complaint close request take immedi action clear garbag segreg on the road specif non public area,Waste/Garbage
2654,2654,"Dear Sir, Pls put some strict rules and fines for the ppl who violate garbage dispose and handing policies , even for BBMP workers and contractor @CMofKarnataka @suvarnanewstv",2019-09-11 18:31:41+00:00,pradeep_poojari,,dear sir pl put strict rule fine ppl violat garbag dispos hand polici even bbmp worker contractor cmofkarnataka suvarnanewstv,Waste/Garbage
2655,2655,This is Malleswaram circle!!! See how dirty!!!??? Garbage is thrown!!!?? Where is BBMP!!??? @BSYBJP #BBMP this is the beauty of Bangalore!!!?? ,2019-09-11 13:57:27+00:00,muraligb_9,#BBMP,thi malleswaram circl see dirti garbag thrown where bbmp bsybjp bbmp beauti bangalor,Waste/Garbage
2656,2656,"To your kind attention, BBMP didn’t encourage to promote or market Compostable Carry bags or Garbage bags approved by @CPCB_OFFICIAL @PrakashJavdekar @CMofKarnataka @PMOIndia",2019-09-11 13:17:52+00:00,Vinayak40907941,,to kind attent bbmp encourag promot market compost carri bag garbag bag approv cpcb offici prakashjavdekar cmofkarnataka pmoindia,Waste/Garbage
2657,2657,"To your kind attention, BBMP didn’t encourage to promote or market Compostable Carry bags or Garbage bags approved by @CPCB_OFFICIAL @PrakeashJavadekar @CMofKarnataka @PMOIndia",2019-09-11 13:13:13+00:00,Vinayak40907941,,to kind attent bbmp encourag promot market compost carri bag garbag bag approv cpcb offici prakeashjavadekar cmofkarnataka pmoindia,Waste/Garbage
2658,2658,@nestawayhomes @NestAwayCare Unnecessary garbage collection charges from nestway. When I call cc they are saying bbmp charging for them. Fraud nestway ,2019-09-11 11:17:03+00:00,jeetkarkera,,nestawayhom nestawaycar unnecessari garbag collect charg nestway when i call cc say bbmp charg fraud nestway,Waste/Garbage
2659,2659,"@BBMPCOMM #SwachhBharat Garbage collection not happening regularly. MICO LAYOUT BEGUR ROAD. BBMP officers when contacted, express resource issue. From this Sept, auto comes only 2 days - Tue, Sat. Instead of yesterday, today he came only to main Rd. Request your attention.",2019-09-11 10:59:37+00:00,EishanKulkarni,#SwachhBharat,bbmpcomm swachhbharat garbag collect happen regularli mico layout begur road bbmp offic contact express resourc issu from sept auto come day tue sat instead yesterday today came main rd request attent,Waste/Garbage
2660,2660,@BBMPCOMM can BBMP garbage vehicles ignore residents and collect garbage from only commercial establishment; happening in Ward 24; obviously money should be being paid here; pls investigate this corruption @BangaloreBuzz @NEWS9TWEETS @MirrorNow @unitedbengaluru,2019-09-11 02:25:06+00:00,krishnasinghani,,bbmpcomm bbmp garbag vehicl ignor resid collect garbag commerci establish happen ward obvious money paid pl investig corrupt bangalorebuzz new tweet mirrornow unitedbengaluru,Waste/Garbage
2661,2661,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,ladi gent wait final i present ep realm drop less hour pre add pre save link http music empi realm realmsep,Waste/Garbage
2662,2662,BBMP does a shoddy job as everyone knows because of heave corruption; unless this is controlled Bangalore Infra will only crumble and the city will be ruined; even health folks are corrupt where they make money from garbage contracts,2019-09-11 02:21:55+00:00,krishnasinghani,,bbmp shoddi job everyon know heav corrupt unless control bangalor infra crumbl citi ruin even health folk corrupt make money garbag contract,Waste/Garbage
2663,2663,"@BBMPCOMM sir I am resident of JP Nagar second phase, bbmp garbage cleaning staff pouring all the Road garbage beside my house, this garbage who has to clear, nobody is bothering, kindly let me know who has to do this work.action may be initiated against concerned",2019-09-10 14:38:35+00:00,Murthy82735207,,bbmpcomm sir i resid jp nagar second phase bbmp garbag clean staff pour road garbag besid hous garbag clear nobodi bother kindli let know work action may initi concern,Waste/Garbage
2664,2664,The Civic agency BBMP should have taken action against the dumping garbage and burning under Allasandra fly over was not only sad but also painful of not controlling.This creates lot of health hazards to people crossing flyover with the smoke.Will BBMP act immediatelyonthis.,2019-09-10 10:47:05+00:00,write2ragavan,,the civic agenc bbmp taken action dump garbag burn allasandra fli sad also pain control thi creat lot health hazard peopl cross flyover smoke will bbmp act immediatelyonthi,Waste/Garbage
2665,2665,"BBMP has been unable to stop garbage dumping, burning under Allalasandra flyover. ",2019-09-10 10:30:00+00:00,BangaloreMirror,,bbmp unabl stop garbag dump burn allalasandra flyover,Waste/Garbage
2666,2666,"Let's Show Love to our City! Residents of Sadashivanagar, Bengaluru came out today to reclaim a neighbourhood park from garbage, and create a dog park! In partnership with #BBMP. #adoptastreetblr @Randeep_Dev @BBMPCOMM @drashwathcn",2019-09-10 09:56:33+00:00,theuglyindian,#BBMP #adoptastreetblr,let show love citi resid sadashivanagar bengaluru came today reclaim neighbourhood park garbag creat dog park in partnership bbmp adoptastreetblr randeep dev bbmpcomm drashwathcn,Waste/Garbage
2667,2667,@BSYBJP Sir There should be deployment extra BBMP staff and police staff for at least one week so that people must be penalised who are doing such act and making our city dirty. This condition of garbage spilling is happening since very very long. ,2019-09-10 09:26:12+00:00,Vijayneshu,,bsybjp sir there deploy extra bbmp staff polic staff least one week peopl must penalis act make citi dirti thi condit garbag spill happen sinc long,Waste/Garbage
2668,2668,I don't see any garbage disposal boxes kept in Bengaluru. Why this is not implemented is a mystery. I suggested yo my area corporator . bit none to heed.@BBMP_MAYOR @BBMPCOMM @CMofKarnataka,2019-09-10 09:00:05+00:00,vinadiger,,i see garbag dispos box kept bengaluru whi implement mysteri i suggest yo area corpor bit none heed bbmp mayor bbmpcomm cmofkarnataka,Waste/Garbage
2669,2669,"Thankfully, traffic cops doing dirt in dust laden Bannerghatta Road have been given masks. Now please provide boots, masks, thick gloves and caps to BBMP workers collecting garbage please",2019-09-10 07:55:49+00:00,bhatnaturally,,thank traffic cop dirt dust laden bannerghatta road given mask now pleas provid boot mask thick glove cap bbmp worker collect garbag pleas,Waste/Garbage
2670,2670,"@BBMP_MAYOR @ArvindLBJP @TOIBengaluru @BangaloreMirror @DeccanHerald ward 82, Mahadevpura BBMP Zone, Behind ITPL, Pattandur Agrahara Road. Garbage and plastic bags are seen every day, kindly impose fines for the shop keepers who are throwing the Garbage on the public road ",2019-09-10 07:23:00+00:00,Pattanduragrah1,,bbmp mayor arvindlbjp toibengaluru bangaloremirror deccanherald ward mahadevpura bbmp zone behind itpl pattandur agrahara road garbag plastic bag seen everi day kindli impos fine shop keeper throw garbag public road,Waste/Garbage
2671,2671,@btppubliceye @BBMP_MAYOR @WFRising @BBMPCOMM how safe is it take workers hanging behind the garbage truck? #no_safety #no_hygiene. Place near Varthur kodi bus stop. Time 10:00am.,2019-09-10 05:31:49+00:00,141arjun,#no_safety #no_hygiene,btppublicey bbmp mayor wfrise bbmpcomm safe take worker hang behind garbag truck safeti hygien place near varthur kodi bu stop time,Waste/Garbage
2672,2672,"Extra pollution for south #Bangalore today. Thanks to MICO layout traffic police station @acpsouthtrf for lighting a big bonfire of their accumulated trash. BTW, #BBMP garbage truck and trash sorting happens just a few feet away from them @BBMP_MAYOR @BPACofficial @RevathyAshok",2019-09-10 04:40:46+00:00,greatganesh,#Bangalore #BBMP,extra pollut south bangalor today thank mico layout traffic polic station acpsouthtrf light big bonfir accumul trash btw bbmp garbag truck trash sort happen feet away bbmp mayor bpacoffici revathyashok,Waste/Garbage
2673,2673,@karnatakapcb .. not sure if you have made any rules for biomedical waste but since last 1 month calling Medicare people to come n collect the waste from my clinic. But no1 bothers. Should I throw the waste in @chairmanbwssb drains ? Or bbmp garbage box pls advice #Karnataka,2019-09-10 04:31:34+00:00,DentalBlr,#Karnataka,karnatakapcb sure made rule biomed wast sinc last month call medicar peopl come n collect wast clinic but bother should i throw wast chairmanbwssb drain or bbmp garbag box pl advic karnataka,Waste/Garbage
2674,2674,"@BBMP_MAYOR @BBMPCOMM @BSYBJP Pourakarmika [in Nandini Layout] that collects the garbage,selectively skips our house inspite of segregating the waste but collect other'.I request you to kindly forward this to the local authorities and take action. ",2019-09-10 02:46:23+00:00,TheDesaiV,,bbmp mayor bbmpcomm bsybjp pourakarmika nandini layout collect garbag select skip hous inspit segreg wast collect i request kindli forward local author take action,Waste/Garbage
2675,2675,@BBMPCOMM @BBMP_MAYOR garbage laying on the footpath on 7th cross koramangala near Raheja Residency. @CMofKarnataka,2019-09-10 01:58:16+00:00,vinit1803,,bbmpcomm bbmp mayor garbag lay footpath th cross koramangala near raheja resid cmofkarnataka,Waste/Garbage
2676,2676,@BBMP_MAYOR @BBMPCOMM please help in saving Kacharakanahalli Lake. It is being filled with construction debris and garbage. Please help in rejuvenating the lake. ,2019-09-10 00:56:04+00:00,kiranmsj,,bbmp mayor bbmpcomm pleas help save kacharakanah lake it fill construct debri garbag pleas help rejuven lake,Waste/Garbage
2677,2677,@prashantkumarr Please also log this complaint on bbmp Sahaaya / fix my street .. @BbmpJc @Randeep_Dev can you please clarify on this extraneous payments apartment owners in Hormavu pay to garbage collectors ?,2019-09-09 15:49:24+00:00,VoiceOfHoramavu,,prashantkumarr pleas also log complaint bbmp sahaaya fix street bbmpjc randeep dev pleas clarifi extran payment apart owner hormavu pay garbag collector,Waste/Garbage
2678,2678,"@BBMP_MAYOR @BBMPCOMM Would like to bring it to your notice for a 100 flats apartment, we are paying Rs6500 every month to the garbage collection agent. Is this bribe or adjustment or fate ? Garbage wont be collected if we don't pay. Monthly amounting to Rs78,000. #horamavu",2019-09-09 13:31:06+00:00,prashantkumarr,#horamavu,bbmp mayor bbmpcomm would like bring notic flat apart pay rs everi month garbag collect agent is bribe adjust fate garbag wont collect pay monthli amount rs horamavu,Waste/Garbage
2679,2679,Garbage management is under BBMP right? Local Corporator should be the first line of escalation in elected representatives category.,2019-09-09 13:15:57+00:00,pbvishwanath,,garbag manag bbmp right local corpor first line escal elect repres categori,Waste/Garbage
2680,2680,"The apps work, but @BBMP_MAYOR @BBMPCOMM don't work. The #garbage complaints get marked acknowledged and then no action is taken for years. ",2019-09-09 09:29:27+00:00,lastmatchstick,#garbage,the app work bbmp mayor bbmpcomm work the garbag complaint get mark acknowledg action taken year,Waste/Garbage
2681,2681,"Even after segregating the waste (wet & dry), why the hell garbage driver asks Rs.500 every month. @BBMPCOMM pls take strict action on these people. Aren't they paid from govt? @BBMP_MAYOR . If we don't pay, they don't collect the garbage. Only money works with @BBMPCOMM",2019-09-09 09:21:48+00:00,shiv_itagimath,,even segreg wast wet dri hell garbag driver ask rs everi month bbmpcomm pl take strict action peopl aren paid govt bbmp mayor if pay collect garbag onli money work bbmpcomm,Waste/Garbage
2682,2682,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,ladi gent wait final i present ep realm drop less hour pre add pre save link http music empi realm realmsep,Waste/Garbage
2683,2683,@BBMPCOMM @BBMP_MAYOR this is how the KR Puram Lake is maintained. Full of garbage on the 1 km strech. No one is bothered. We call ourselves Dynamic city etc. @CMofKarnataka @BSYBJP hope you take notice of this. @drashwathcn @nimmasuresh @PCMohanMP @BJP4Karnataka – at KR Puram Bus Stand,2019-09-09 06:58:13+00:00,nikhil_s23,,bbmpcomm bbmp mayor kr puram lake maintain full garbag km strech no one bother we call dynam citi etc cmofkarnataka bsybjp hope take notic drashwathcn nimmasuresh pcmohanmp bjp karnataka kr puram bu stand,Waste/Garbage
2684,2684,"@BBMPCOMM , @BBMP_MAYOR. Garbage heap in Banashankari 5th stage, Uttarahalli ward. Even after weeks the Garbage is not removed. Several times complaints has been lodged in bbmp sahaya app. No action has been taken, Pls look into it.. ",2019-09-09 06:04:02+00:00,Lokesh_Raghaven,,bbmpcomm bbmp mayor garbag heap banashankari th stage uttarah ward even week garbag remov sever time complaint lodg bbmp sahaya app no action taken pl look,Waste/Garbage
2685,2685,"@BSYBJP this is land of garbage because i don't know this is private or government property towards not clean site people come and through waste and pass the urine, this is infornt of temple, this ward bbmp and corporator neglected please clean this and who is responsible put ",2019-09-09 05:03:43+00:00,NRevanna1,,bsybjp land garbag know privat govern properti toward clean site peopl come wast pass urin infornt templ ward bbmp corpor neglect pleas clean respons put,Waste/Garbage
2686,2686,"@sundarablru @Randeep_Dev @BBMPCOMM @BBMP_MAYOR Pic below taken at 27th main,near AXA signal BTM 2nd stg. The garbage mess would be worst when it rains and the entire road becomes slippery. Pls look into this. @namma_BTM @RLR_BTM",2019-09-09 05:00:36+00:00,Arun_Kumar_94,,sundarablru randeep dev bbmpcomm bbmp mayor pic taken th main near axa signal btm nd stg the garbag mess would worst rain entir road becom slipperi pl look namma btm rlr btm,Waste/Garbage
2687,2687,How many times do I report a problem for it to get resolved? How many follow ups are needed? How do I get this solved? #noaglibaar #civicnonsense #garbage #plastic #waste #wastemanagement #plasticpollution @ashwinmahesh @BBMPCOMM @BBMP_MAYOR @Sowmyareddyr,2019-09-09 03:41:22+00:00,devaru_rutu,#noaglibaar #civicnonsense #garbage #plastic #waste #wastemanagement #plasticpollution,how mani time i report problem get resolv how mani follow up need how i get solv noaglibaar civicnonsens garbag plastic wast wastemanag plasticpollut ashwinmahesh bbmpcomm bbmp mayor sowmyareddyr,Waste/Garbage
2688,2688,@#BBMPHarlurRoad the garbage collector comes once every 4-5 days. How are we supposed to keep out garbage for so long. On top of it there is now ban on garbage bags. @BBMP_MAYOR please do something,2019-09-09 02:07:19+00:00,KetanKolhapure,#BBMPHarlurRoad,bbmpharlurroad garbag collector come everi day how suppos keep garbag long on top ban garbag bag bbmp mayor pleas someth,Waste/Garbage
2689,2689,*My dear @BBMP_MAYOR @BBMPCOMM @blrcitytraffic *Potholes on roads=No one responsible *Non working signal lights=No one responsible *Dug road no repairs=No one responsible *Overflowing Garbage bins on road... No one responsible? *No proper street lights.. no one responsible,2019-09-08 17:31:12+00:00,SarafPayal,,my dear bbmp mayor bbmpcomm blrcitytraff pothol road no one respons non work signal light no one respons dug road repair no one respons overflow garbag bin road no one respons no proper street light one respons,Streetlights
2690,2690,Clean the garbage. Clean up BBMP. ,2019-09-08 15:59:18+00:00,joBeeGeorgeous,,clean garbag clean bbmp,Waste/Garbage
2691,2691,"Sir, first make Bangaluru a garbage free city.",2019-09-08 14:33:29+00:00,phegde127,,sir first make bangaluru garbag free citi,Waste/Garbage
2692,2692,@BSYBJP appointing more officers will not keep city clean. Please allow officers to do their work without political interference; stop kickbacks in BBMP. RAPIDLY release funds and land for garbage infra. That will solve the problem. @WFRising @ArvindLBJP,2019-09-08 12:43:47+00:00,anjali_WFR,,bsybjp appoint offic keep citi clean pleas allow offic work without polit interfer stop kickback bbmp rapidli releas fund land garbag infra that solv problem wfrise arvindlbjp,Waste/Garbage
2693,2693,BBMP Garbage Collection Complaints https://www.complaintboard.in/complaints-reviews/bbmp-garbage-collection-l69816/page/15 via @twitterapi,2019-09-08 12:40:01+00:00,SubPrasanna,,bbmp garbag collect complaint http www complaintboard complaint review bbmp garbag collect l page via twitterapi,Waste/Garbage
2694,2694,BBMP Garbage Collection Complaints https://www.complaintboard.in/complaints-reviews/bbmp-garbage-collection-l69816.html via @twitterapi,2019-09-08 12:37:07+00:00,SubPrasanna,,bbmp garbag collect complaint http www complaintboard complaint review bbmp garbag collect l html via twitterapi,Waste/Garbage
2695,2695,"Not visits,but Strtergic enforcement on administration for Water Garbage Pot holes&amp; road safety Plastic Clean toilets Parking Corruption Gondas Fruit trees Traffic jams Special lane for public buses Shuttle bus from metro Clean food&amp;vending selling areas",2019-09-08 12:19:24+00:00,LP85051804,,not visit strtergic enforc administr water garbag pot hole amp road safeti plastic clean toilet park corrupt gonda fruit tree traffic jam special lane public buse shuttl bu metro clean food amp vend sell area,Waste/Garbage
2696,2696,"Garbage &amp; coconut logs to be cleared. Ward 88 - HAL II stage, NDK Kalyana Mantapa road Bangalore 8 ",2019-09-08 12:01:21+00:00,mahesh3028,,garbag amp coconut log clear ward hal ii stage ndk kalyana mantapa road bangalor,Waste/Garbage
2697,2697,Sir please get garbage and coconut logs cleared . Ward 88. Twitter sent to BBMP commissioner &amp; councillors ,2019-09-08 11:58:18+00:00,mahesh3028,,sir pleas get garbag coconut log clear ward twitter sent bbmp commission amp councillor,Waste/Garbage
2698,2698,Please don't Trust BBMP SAHAAYA app. Because I had complained regarding Garbage spreading near my office premises instead of cleaning the Garbage they Lft it and have put in front of my office. I don't know for what they are collect so much taxes. https://twitter.com/vimaltrls/status/1170638680207196161/photo/1,2019-09-08 10:05:29+00:00,vimaltrls,,pleas trust bbmp sahaaya app becaus i complain regard garbag spread near offic premis instead clean garbag lft put front offic i know collect much tax http twitter com vimaltrl statu photo,Waste/Garbage
2699,2699,"Pls pay attention to Peenya Indl Area. Here BBMP declared dead. Who is taking care of this high tax paying area which is full of garbage spots, pot holes, over flowing drainage, construction debris, Bescom and Gail gifted digged roads.",2019-09-08 09:39:27+00:00,MABUGANE,,pl pay attent peenya indl area here bbmp declar dead who take care high tax pay area full garbag spot pot hole flow drainag construct debri bescom gail gift dig road,Waste/Garbage
2700,2700,@bbmpcommr Dear sir because I complaint on app one person Mr Sk Nagesh a Bbmp contractor spoke to me rudely and after that he as brought son labours and lifted the Garbage and as put in front of my shop Sir I have approached the Bbmp app for help.But your office creating nuisance ,2019-09-08 09:27:03+00:00,vimaltrls,,bbmpcommr dear sir i complaint app one person mr sk nagesh bbmp contractor spoke rude brought son labour lift garbag put front shop sir i approach bbmp app help but offic creat nuisanc,Waste/Garbage
2701,2701,@bbmpcommr Dear sir have complained through the bbmp sahaaya app regarding Garbage and mosquitoes spreading near my office and complain number is 10899067 &amp; it was assigned to Mr Somashekar mb.8618686488 But he as lifted the Garbage and thrown in front of my shop ,2019-09-08 09:19:20+00:00,vimaltrls,,bbmpcommr dear sir complain bbmp sahaaya app regard garbag mosquito spread near offic complain number amp assign mr somashekar mb but lift garbag thrown front shop,Waste/Garbage
2702,2702,"@sundarablru bbmp ward no.163, CA site was mismanaged by bbmp ppl with the support of local netas, several times informed bbmp through bbmp sahaya app. No use, day by day garbage is increasing. ",2019-09-08 05:47:44+00:00,ajaathashatru,,sundarablru bbmp ward ca site mismanag bbmp ppl support local neta sever time inform bbmp bbmp sahaya app no use day day garbag increas,Waste/Garbage
2703,2703,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,ladi gent wait final i present ep realm drop less hour pre add pre save link http music empi realm realmsep,Waste/Garbage
2704,2704,"@msrbommanahalli @SatishReddyBJP plz also look into the pathetic road conditions in BG road ..Venkatadri layout, ward 186...plz it is like riding on waves ...humps ..potholes ...garbage filled roads ...@BSYBJP @CMofKarnataka @BBMP_MAYOR @OfficeOfTejasvi @Tejasvi_Surya",2019-09-08 04:29:33+00:00,HarishNemmar,,msrbommanah satishreddybjp plz also look pathet road condit bg road venkatadri layout ward plz like ride wave hump pothol garbag fill road bsybjp cmofkarnataka bbmp mayor officeoftejasvi tejasvi surya,Potholes
2705,2705,"Dear respected Sir please also come to Old Airport Road, Murgespalya , Wind Tunnel Road side also- Lots of garbage, roads sides all dug up, potholes, electrical wires lying all around, no street light, unethical bumpers. Life is hell and BBMP does nothing. @BBMP_MAYOR @BBMPCOMM",2019-09-08 04:26:13+00:00,Ayanodov,,dear respect sir pleas also come old airport road murgespalya wind tunnel road side also lot garbag road side dug pothol electr wire lie around street light uneth bumper life hell bbmp noth bbmp mayor bbmpcomm,Streetlights
2706,2706,"Also visit Peenya -near Lake, Near Liebbher factory road till M S Ramaiah institute, TVS cross to 2nd stg bus stand and other few inside cross Rd for garbage heaps, pot holes, construction debris.This area pays highest taxes, but apathy from BBMP no words.BBMP dead in Peenya.",2019-09-08 04:12:46+00:00,MABUGANE,,also visit peenya near lake near liebbher factori road till m s ramaiah institut tv cross nd stg bu stand insid cross rd garbag heap pot hole construct debri thi area pay highest tax apathi bbmp word bbmp dead peenya,Waste/Garbage
2707,2707,CM Orders Chief Secretary to Conduct Probe & Submit Report Regarding the Garbage Scam in BBMP Video Link ►https://youtu.be/FK7ybzTl0Mo #BSYediyurappa #BBMPScam #GarbageScam #FundMisuse #BBMP #KannadaNews,2019-09-08 03:36:31+00:00,tv9kannada,#BSYediyurappa #BBMPScam #GarbageScam #FundMisuse #BBMP #KannadaNews,cm order chief secretari conduct probe submit report regard garbag scam bbmp video link http youtu fk ybztl mo bsyediyurappa bbmpscam garbagescam fundmisus bbmp kannadanew,Waste/Garbage
2708,2708,@BBMP_MAYOR @BBMPCOMM BBMP guys are asking RS 100/- per flat for collecting garbage from our apartment. We are 23 flats &amp; paying RS 100/- per flat means rs.2300 for garbage collection.I just wanted to know whether it is authorized?,2019-09-08 02:44:20+00:00,chunuuu,,bbmp mayor bbmpcomm bbmp guy ask rs per flat collect garbag apart we flat amp pay rs per flat mean rs garbag collect i want know whether author,Waste/Garbage
2709,2709,#BIGNEWS: CM @BSYBJP orders chief secretary to probe into alleged scam in garbage disposal and submit the report in 2 months. Several complaints were lodged over misuse of funds over garbage disposal in #BBMP. ,2019-09-08 02:27:03+00:00,NEWS9TWEETS,#BIGNEWS #BBMP,bignew cm bsybjp order chief secretari probe alleg scam garbag dispos submit report month sever complaint lodg misus fund garbag dispos bbmp,Waste/Garbage
2710,2710,Blore unfortntly suffering frm poor & corrupt governance last 15 yrs devoid of any vision & proper execution . It's civic body BBMP d most infamous mafia organizn. It's the worst roads &amp; garbage managmnt among all major cities in country. The admin is corrupt &amp; compltly corroded,2019-09-08 01:16:27+00:00,SURESHSAKARAYAP,,blore unfortntli suffer frm poor corrupt govern last yr devoid vision proper execut it civic bodi bbmp infam mafia organizn it worst road amp garbag managmnt among major citi countri the admin corrupt amp compltli corrod,Waste/Garbage
2711,2711,Growing issues of #Bengaluru the major one is #garbage the #BBMP only temporary remedies are being found. Bengaluru needs change a better governance Join Hands with Aam Aadmi Party Bangalore to correct this #BBMP #BBMPElections #Garbage ,2019-09-07 18:52:56+00:00,PrakashKP_2010,#Bengaluru #garbage #BBMP #BBMP #BBMPElections #Garbage,grow issu bengaluru major one garbag bbmp temporari remedi found bengaluru need chang better govern join hand aam aadmi parti bangalor correct bbmp bbmpelect garbag,Waste/Garbage
2712,2712,"Members of Belathur Rising met #Hoodi Corporator during Ward Committee meeting and submitted a letter with concerns on Roads, Garbage &amp; Street lights. Corporator Mr.Hariprasad informed us that Budget has been requested. @ArvindLBJP @BBMP_MAYOR @CMofKarnataka @ForceGW @WFRising – at Hoodi",2019-09-07 16:46:14+00:00,BelathurRising,#Hoodi,member belathur rise met hoodi corpor ward committe meet submit letter concern road garbag amp street light corpor mr hariprasad inform us budget request arvindlbjp bbmp mayor cmofkarnataka forcegw wfrise hoodi,Waste/Garbage
